target_index,source,d_H,d_L,N,L_c,nominal_valid,robust_valid,yield_rate,nominal_mse,nominal_peak_shift,nominal_missing_peaks,nominal_false_peaks,robustness_mse_mean,robustness_peak_shift_mean,robustness_missing_peak_mean,robustness_false_peak_mean
41285,json_best_candidate_41285,271.2502136230469,804.5364990234375,7,2839.6953125,True,True,0.5833333333333334,0.0004828849612383343,1.0009765625,0,0,0.0006329658105492437,11.14444580078125,0.35,0.0
70807,json_best_candidate_70807,293.6488952636719,817.609619140625,2,3104.6220703125,False,False,0.0,0.0034556029259701017,24.02392578125,1,0,0.0035714993160807012,24.157442220052083,1.0,0.4666666666666667
22242,json_best_candidate_22242,306.75726318359375,882.730224609375,8,1749.6810302734375,True,True,0.9666666666666667,0.00024378260512754107,1.50152587890625,0,0,0.0009610077575612064,8.842172919379342,0.016666666666666666,0.0
86219,json_best_candidate_86219,208.66262817382812,612.53759765625,10,1875.9283447265625,False,False,0.0,0.005799476441835522,4.00390625,0,2,0.005540870549065514,24.350864955357142,0.18333333333333332,1.6666666666666667
68054,json_best_candidate_68054,240.68455505371094,843.3692626953125,9,2499.677490234375,True,True,0.9,3.185252676781182e-05,6.006103515625,0,0,4.4470466992100574e-05,8.875541178385417,0.0,0.0
30621,json_best_candidate_30621,293.24932861328125,910.363525390625,8,1650.5040283203125,True,True,0.9166666666666666,0.00028153778553131306,3.5035400390625,0,0,0.0008834942322182518,9.676377360026041,0.0,0.0
8036,json_best_candidate_8036,267.3691101074219,825.072998046875,4,4287.35595703125,True,True,0.85,0.0009064585481708537,4.00390625,0,0,0.0010479025064464222,10.810799153645833,0.0,0.0
36767,json_best_candidate_36767,291.0614929199219,988.2153930664062,6,3491.791259765625,True,True,0.6833333333333333,0.0021932052884283708,12.012060546875,0,0,0.0028494037656113954,13.351719563802083,0.16666666666666666,0.0
229,json_best_candidate_229,334.3950500488281,849.7696533203125,5,3459.86279296875,True,True,0.75,0.0010774773388457623,9.209228515625,0,0,0.0027725831083924755,12.50863037109375,0.2,0.05
41523,json_best_candidate_41523,176.51406860351562,599.7367553710938,3,3153.98486328125,False,False,0.0,0.04541284619813614,10.009765625,2,0,0.044199246444226084,14.24755859375,2.0,0.0
29927,json_best_candidate_29927,310.9609069824219,859.5576171875,8,3272.306640625,True,True,0.6166666666666667,0.0009254031011514237,11.611669921875,0,0,0.0013587264118552801,14.341548190646701,0.2833333333333333,0.03333333333333333
29756,json_best_candidate_29756,207.51646423339844,611.8677978515625,5,3808.52587890625,False,False,0.0,0.0011278519779359866,2.001953125,1,0,0.0014648847276575567,14.848152669270833,1.0,0.0
40033,json_best_candidate_40033,296.41522216796875,809.5609130859375,8,3312.3046875,False,False,0.0,0.0015340224691728897,28.0279541015625,0,1,0.0015306294467542514,20.492716471354168,1.35,1.5166666666666666
52713,json_best_candidate_52713,266.6699523925781,790.89013671875,6,3305.1259765625,True,True,0.9666666666666667,1.5105282837683293e-05,2.001953125,0,0,0.00017455713344592208,8.058050537109375,0.0,0.0
20814,json_best_candidate_20814,230.85646057128906,559.5814819335938,2,1277.747802734375,True,True,0.8,1.7742114294103096e-05,0.0,0,0,0.0008538240941442344,11.111100260416666,0.0,0.0
71950,json_best_candidate_71950,282.79913330078125,746.1539916992188,9,2920.2314453125,True,True,0.8666666666666667,0.00016777749833149426,0.0,0,0,0.0002395268326678742,9.776424153645833,0.0,0.0
51988,json_best_candidate_51988,334.26641845703125,897.5755004882812,7,1921.9603271484375,True,True,0.8166666666666667,0.0008106640030130633,5.505615234375,0,0,0.0030096095093341845,12.420797729492188,0.0,0.11666666666666667
37893,json_best_candidate_37893,284.3458557128906,840.1425170898438,8,3168.867431640625,True,False,0.08333333333333333,0.00043661220152260705,16.683430989583332,0,0,0.0005972290905940308,19.380517578124998,0.8666666666666667,0.03333333333333333
12613,json_best_candidate_12613,292.829833984375,930.1749877929688,9,1688.052734375,True,True,0.7833333333333333,0.00031618504366129807,4.40439453125,0,0,0.0009441395477364076,8.495140991210937,0.2,0.016666666666666666
60910,json_best_candidate_60910,274.5790710449219,852.7637939453125,10,4425.9248046875,False,False,0.0,0.0007036086141952145,1.0009765625,1,1,0.0006609261155252434,5.855861409505208,1.0833333333333333,1.2
188,json_best_candidate_188,263.79266357421875,782.0462036132812,9,3990.524658203125,False,False,0.05,0.00030824220718296915,34.0341796875,0,0,0.00029652537848376496,33.95854676444576,0.11666666666666667,0.08333333333333333
92705,json_best_candidate_92705,281.7870178222656,730.7152099609375,4,4182.08984375,False,False,0.0,0.0009909715973330522,nan,1,1,0.0010940437038794973,,1.0,1.0
