target_index,source,d_H,d_L,N,L_c,nominal_valid,robust_valid,yield_rate,nominal_mse,nominal_peak_shift,nominal_missing_peaks,nominal_false_peaks,robustness_mse_mean,robustness_peak_shift_mean,robustness_missing_peak_mean,robustness_false_peak_mean
45755,csv_mse_45755,286.22528076171875,841.7631225585938,3,5000.0,True,True,0.7333333333333333,0.002946931524752386,8.007893880208334,0,0,0.004327140326921892,9.609535047743055,0.016666666666666666,0.21666666666666667
46328,csv_mse_46328,295.55645751953125,849.7882690429688,9,3223.493408203125,True,False,0.16666666666666666,0.001011485805406592,2.2880859375,0,0,0.007385250147976595,6.905338483537946,0.48333333333333334,0.65
49326,csv_mse_49326,289.94366455078125,847.4706420898438,6,3584.728271484375,True,False,0.45,0.004065185541564964,6.006005859375,0,0,0.008993805294871475,10.535544026692708,0.08333333333333333,0.35
51988,csv_mse_51988,330.4996032714844,848.5677490234375,7,1848.825439453125,True,False,0.08333333333333333,2.3074921234127746e-05,0.0,0,0,0.008530617103457278,9.290976969401042,0.16666666666666666,1.35
52713,csv_mse_52713,259.058349609375,785.8372802734375,5,4358.328125,True,True,0.7833333333333333,0.007675844420571541,11.344645182291666,0,0,0.007636815233173117,13.997332763671876,0.05,0.0
60910,csv_mse_60910,281.2366027832031,750.5887451171875,10,4347.19189453125,False,False,0.0,0.01981424988018059,13.156005859375,0,0,0.020467556208673108,16.564510798378596,1.1833333333333333,0.43333333333333335
61168,csv_mse_61168,200.69322204589844,548.4060668945312,8,2637.201416015625,True,False,0.36666666666666664,3.690946908892838e-05,2.001953125,0,0,0.0066157781215396136,15.74912109375,0.0,0.4166666666666667
62383,csv_mse_62383,255.3648223876953,788.9959106445312,9,4787.32470703125,True,False,0.38333333333333336,0.005199225945460818,8.007975260416666,0,0,0.007592724016303994,10.810786268446181,0.2833333333333333,0.23333333333333334
64128,csv_mse_64128,315.6326599121094,891.2410888671875,8,1914.9671630859375,True,False,0.1,0.004208106093108765,8.008056640625,0,0,0.010125829787855752,10.637340087890626,0.48333333333333334,1.0
65253,csv_mse_65253,291.60833740234375,870.7474365234375,7,1728.1993408203125,True,False,0.4666666666666667,0.00022176755545436555,0.0,0,0,0.007198127599105301,9.298208279079862,0.0,0.5166666666666667
