method,target_index,calls,elapsed_seconds,d_H,d_L,N,L_c,mse,mae,max_abs_error,correlation,spectral_overlap,target_peak_count,pred_peak_count,missing_peak_count,false_peak_count,mean_peak_shift,mean_peak_transmission_error,mean_fwhm_error,mean_q_error,nominal_valid,objective,objective_score,optimizer_best_score,success,message
de,9282,221,63.921563148498535,327.627932799454,547.1667732626751,8,3295.1849581008146,0.0006139904976772617,0.006384646032464521,0.16438491642475128,0.9816932482631344,0.9830276020511662,2,2,0,0,8.0079345703125,0.07663102447986603,4.530137578736182,27.14264548480233,True,physics_score,0.0014147839547085117,0.0014147839547085117,False,Maximum number of iterations has been exceeded.
de,11738,216,51.79888892173767,426.87033912425346,283.1641354999218,8,1582.2061135939293,0.02501311983023489,0.0867109601383849,0.5735038433907906,0.8310180686206576,0.8751674519906172,4,5,1,2,9.342610677083334,0.21694121758143106,79.05528206042409,41.74460265814495,False,physics_score,0.04594738089794322,0.04594738089794322,False,Maximum number of iterations has been exceeded.
de,29774,196,45.63412618637085,204.94395107996536,1049.2605217998782,2,4863.803570498075,0.00441658291898904,0.02998160981660476,0.3474879488348961,0.8543449929978792,0.884973622178328,2,2,0,0,34.0340576171875,0.05737188458442688,7.96498865079189,23.510367916446544,False,physics_score,0.00781998868070779,0.00781998868070779,False,Maximum number of iterations has been exceeded.
de,29958,211,48.86076903343201,266.6403760907604,390.1896250141903,6,2230.941678864747,0.010245661601828203,0.03971107241598093,0.4117031544446945,0.7831196078021246,0.8083568494639035,3,1,2,0,14.01416015625,0.10130459070205688,52.60469383916303,47.64010122951813,False,physics_score,0.0316470776174532,0.0316470776174532,False,Maximum number of iterations has been exceeded.
de,66458,251,56.44067668914795,151.2794422816971,596.9534372618385,5,2821.06751587707,0.022701426121817983,0.0706104792094139,0.7317637503147125,0.7597994512320329,0.80763695050191,1,3,0,2,22.0224609375,0.026016056537628174,59.152224668769016,59.57277313392867,False,physics_score,0.034903672215567984,0.034903672215567984,False,Maximum number of iterations has been exceeded.
de,68880,226,51.11126923561096,157.95956972485456,950.5439526748219,3,3433.388305921859,0.004819873713303635,0.025051699058876692,0.38885305635631084,0.6055006051971172,0.6568924881427901,2,2,0,0,33.0330810546875,0.2783336117863655,11.583589572808487,72.7479647136873,False,physics_score,0.008123181818772385,0.008123181818772385,False,Maximum number of iterations has been exceeded.
de,86277,191,43.840062856674194,240.546345416813,857.4891265591585,4,4874.489762737212,0.00336316746334301,0.023646927380536774,0.2655438891039239,0.8156933390217445,0.8280652892439111,2,1,1,0,12.01220703125,0.1594579517841339,19.67446354326397,14.485697003567573,False,physics_score,0.01456438816646801,0.01456438816646801,False,Maximum number of iterations has been exceeded.
