2.019	1.41115663	0.001275543
2.0381	1.4108052	0.00121561
2.0575	1.41051486	0.001235471
2.0773	1.4100866	0.001298251
2.0975	1.40948947	0.001345512
2.118	1.40885409	0.001403667
2.139	1.40839848	0.00142386
2.1532	1.40815063	0.001394552
2.1749	1.40772251	0.001514795
2.197	1.40738711	0.001816762
2.2196	1.40717621	0.001955312
2.2349	1.40691414	0.001984964
2.2582	1.40646737	0.002233952
2.2741	1.40610722	0.002482247
2.2983	1.40568227	0.002858477
2.3147	1.40549447	0.003210602
2.3398	1.40521872	0.00393849
2.3568	1.40515836	0.004210467
2.374	1.40519025	0.004294984
2.3916	1.40523561	0.004390986
2.4183	1.40517865	0.00480324
2.4365	1.40513896	0.005065623
2.455	1.40513818	0.005109207
2.4737	1.40512292	0.004982303
2.4927	1.40506987	0.004831006
2.5121	1.40490327	0.004710962
2.5317	1.40461734	0.00458143
2.5516	1.4042702	0.004465776
2.5719	1.4038218	0.004400497
2.5925	1.40314891	0.004382647
2.6134	1.40218594	0.004403227
2.6346	1.40118872	0.00443979
2.6562	1.39999649	0.004614402
2.6782	1.39810609	0.005633736
2.6893	1.39735554	0.00655988
2.7118	1.39711859	0.008672467
2.7347	1.39788333	0.010094303
2.7579	1.39853408	0.010280289
2.7697	1.39864325	0.010138264
2.7936	1.39863102	0.009839131
2.8179	1.39853995	0.009541448
2.8302	1.39845163	0.00937578
2.8551	1.39809574	0.009078309
2.8678	1.39786395	0.00898553
2.8934	1.39748456	0.008904862
2.9194	1.3972094	0.008889739
2.9326	1.39704937	0.008921003
2.9594	1.3967454	0.009088581
2.973	1.39667675	0.009178204
2.9867	1.39664896	0.009200812
3.0145	1.39656094	0.008908857
3.0286	1.39647088	0.008670117
3.0571	1.39622571	0.0082261
3.0716	1.39613831	0.00804597
3.0863	1.39604456	0.007886497
3.1159	1.39576511	0.007478034
3.131	1.39565239	0.007174998
3.1462	1.39552598	0.006865453
3.177	1.3950617	0.006401784
3.1927	1.39475818	0.006115141
3.2085	1.3944013	0.005745289
3.2244	1.39397939	0.005418794
3.2569	1.39310969	0.004939214
3.2733	1.39267476	0.004604156
3.2899	1.39220238	0.004256859
3.3067	1.39168497	0.003938259
3.3237	1.39117414	0.003647655
3.3581	1.39020039	0.00339196
3.3756	1.38959871	0.003357472
3.3933	1.38896146	0.00337819
3.4111	1.38837405	0.003452304
3.4292	1.38791368	0.00344754
3.4474	1.38743919	0.003304728
3.4658	1.38687769	0.003129983
3.4845	1.38625603	0.002995303
3.5033	1.38560739	0.002861215
3.5224	1.3850108	0.002683299
3.5416	1.38444697	0.002528065
3.5611	1.38384547	0.002462129
3.5807	1.38314457	0.00243378
3.6006	1.38235648	0.002372494
3.6207	1.3815894	0.002284791
3.6411	1.38084877	0.002204401
3.6617	1.38007433	0.002113056
3.6825	1.37928537	0.002017036
3.7035	1.37849672	0.001978684
3.7248	1.37777457	0.002022244
3.7463	1.37708878	0.002080341
3.7681	1.37632873	0.002084352
3.7901	1.37550291	0.002065742
3.8124	1.37467343	0.00204531
3.835	1.37383034	0.002006058
3.8578	1.37294236	0.001958795
3.8809	1.37201954	0.001911391
3.9043	1.37108779	0.001856043
3.928	1.37016484	0.001816882
3.9519	1.36923288	0.001853479
3.9762	1.36825929	0.001955765
4.0007	1.36720428	0.002069527
4.0255	1.36613471	0.002148498
4.0507	1.36509719	0.002162941
4.0762	1.36403671	0.002191012
4.102	1.36295351	0.002304064
4.1281	1.3618719	0.002443
4.1546	1.36078413	0.002552761
4.1814	1.35992911	0.002678375
4.2085	1.35912777	0.002837636
4.236	1.35765527	0.002954754
4.2639	1.35592302	0.003062027
4.2921	1.35429414	0.003248807
4.3208	1.35282227	0.003436111
4.3498	1.3516741	0.00358186
4.3791	1.35042521	0.003773353
4.4089	1.34902306	0.004030113
4.4391	1.3475822	0.004244506
4.4697	1.34603839	0.004491451
4.5008	1.34446496	0.004960795
4.5323	1.3429333	0.005487034
4.5642	1.34132316	0.005881145
4.5965	1.33971405	0.006264553
4.6294	1.33815362	0.006729922
4.6627	1.33652525	0.00726326
4.6965	1.33475389	0.007876783
4.7308	1.33292387	0.00871584
4.7655	1.33106903	0.009694182
4.8008	1.32922931	0.010560719
4.8367	1.32758641	0.011403293
4.873	1.32609268	0.012430636
4.91	1.32477659	0.013533101
4.9474	1.32373297	0.014531867
4.9855	1.32275091	0.015444677
5.0241	1.32160305	0.016107807
5.0634	1.32043795	0.016559946
5.1033	1.31912827	0.01682935
5.1438	1.31742665	0.016954057
5.1849	1.31569379	0.017086296
5.2267	1.31415255	0.01716695
5.2692	1.31231317	0.017424196
5.3124	1.31025733	0.017905086
5.3563	1.3085161	0.018285159
5.4009	1.3069864	0.018244864
5.4463	1.30516614	0.017730379
5.4925	1.3029639	0.01693122
5.5394	1.30026866	0.016021315
5.5872	1.29690647	0.015179712
5.6358	1.29304235	0.014512349
5.6852	1.28909138	0.013850071
5.7355	1.28492737	0.013403008
5.7867	1.280208	0.013464218
5.8389	1.27536651	0.013599838
5.8919	1.27002906	0.013835001
5.946	1.26465109	0.014421299
6.0011	1.26002264	0.01532511
6.0571	1.25517575	0.016182992
6.1143	1.24997365	0.016351991
6.1725	1.24447057	0.015891211
6.2319	1.23816023	0.015297198
6.2924	1.23146938	0.0148008
