target_index,source,d_H,d_L,N,L_c,nominal_valid,robust_valid,yield_rate,nominal_mse,nominal_peak_shift,nominal_missing_peaks,nominal_false_peaks,robustness_mse_mean,robustness_peak_shift_mean,robustness_missing_peak_mean,robustness_false_peak_mean
188,csv_rerank_score_188,262.9906921386719,737.1466674804688,10,4012.140380859375,False,False,0.0,0.013639121843206379,10.010009765625,3,0,0.01270694003475374,17.567585923936633,2.316666666666667,0.0
229,csv_rerank_score_229,316.6695556640625,839.6632690429688,5,3291.84716796875,True,False,0.18333333333333332,0.009112451803631466,15.615673828125,0,0,0.012632669982952737,15.625655721028645,0.1,0.38333333333333336
909,csv_rerank_score_909,277.6852111816406,781.9653930664062,9,1529.9757080078125,True,False,0.13333333333333333,0.006262458103851163,9.342692057291666,0,0,0.007934138224642413,9.631846788194446,0.0,1.1666666666666667
2062,csv_rerank_score_2062,294.17669677734375,785.4277954101562,4,3770.560302734375,True,True,0.7833333333333333,0.0019543148039195338,5.338704427083333,0,0,0.004541549963024953,8.447361924913194,0.08333333333333333,0.1
3961,csv_rerank_score_3961,331.0196533203125,870.8041381835938,4,1724.3372802734375,False,False,0.0,0.0011614489416721717,6.0059814453125,2,2,0.004219107722490363,11.697817993164062,1.35,1.95
8036,csv_rerank_score_8036,273.8992004394531,746.2587890625,5,4581.79736328125,True,True,0.7,0.007246304441409758,17.350667317708332,0,0,0.007537959596010684,15.943714057074653,0.1,0.08333333333333333
9276,csv_rerank_score_9276,332.7449951171875,853.4498291015625,9,3540.882568359375,True,False,0.15,0.008559040448618467,8.008034446022727,0,0,0.011939595623043146,8.841684290824917,0.65,0.3
10136,csv_rerank_score_10136,312.072021484375,890.0342407226562,7,1748.534423828125,True,False,0.18333333333333332,0.0053702780790458905,8.008056640625,0,0,0.00983184551381836,10.791390313042536,0.03333333333333333,0.9833333333333333
11728,csv_rerank_score_11728,239.22821044921875,567.6053466796875,3,1332.804931640625,False,False,0.0,0.00907140994720381,nan,2,1,0.009065345074546887,,2.0,1.0
12613,csv_rerank_score_12613,296.24237060546875,872.0665283203125,9,1594.20068359375,True,False,0.11666666666666667,0.0009379918014666171,0.50048828125,0,0,0.007417855633149328,7.474139404296875,0.0,1.7833333333333334
16293,csv_rerank_score_16293,285.91644287109375,943.5803833007812,6,3308.518310546875,True,False,0.35,0.006868287810591264,12.41240234375,0,0,0.009610329254995132,13.875504760742189,0.11666666666666667,0.25
16958,csv_rerank_score_16958,202.90731811523438,491.1639099121094,3,975.3112182617188,False,False,0.0,0.006118269543298709,nan,1,1,0.006563191253395018,,1.0,1.0
19847,csv_rerank_score_19847,325.7207336425781,782.5602416992188,4,1774.4112548828125,False,False,0.0,0.0022800698643080457,10.010009765625,1,1,0.005512261609796953,13.966730414496528,1.6,1.0
20814,csv_rerank_score_20814,212.86380004882812,612.4909057617188,2,1177.8543701171875,False,False,0.38333333333333336,0.006641227696955643,26.0263671875,0,0,0.007266815550164693,22.318757233796298,0.1,0.1
22242,csv_rerank_score_22242,302.3794250488281,831.20849609375,8,1689.4736328125,True,False,0.06666666666666667,0.007000545090615655,10.010009765625,0,0,0.010904331014221282,11.236222330729166,0.0,1.4333333333333333
29756,csv_rerank_score_29756,212.75392150878906,589.0404052734375,6,3625.524169921875,True,True,0.6833333333333333,0.003129191237485446,10.01025390625,0,0,0.0035135792922865883,14.447786458333333,0.0,0.0
29927,csv_rerank_score_29927,286.4259033203125,866.8809204101562,8,3383.656005859375,False,False,0.05,0.003628730057134966,5.672281901041667,0,1,0.008374418910141256,7.602025553385416,0.1,1.2166666666666666
30621,csv_rerank_score_30621,294.6830139160156,846.6317138671875,8,1606.4234619140625,True,False,0.11666666666666667,0.0028529121372982405,7.00701904296875,0,0,0.008426753165727139,9.609650675455729,0.0,1.3166666666666667
33209,csv_rerank_score_33209,265.48345947265625,913.062255859375,6,1473.900634765625,True,False,0.3333333333333333,0.0004238098707487621,6.8068359375,0,0,0.004825892654301877,11.320181342230901,0.7666666666666667,0.08333333333333333
35559,csv_rerank_score_35559,286.98321533203125,815.6543579101562,4,2903.230712890625,False,False,0.0,0.005378585725747969,12.011962890625,2,1,0.0071481739803499955,19.102419026692708,1.5666666666666667,1.2166666666666666
36767,csv_rerank_score_36767,286.9157409667969,954.988037109375,6,3469.175537109375,True,False,0.31666666666666665,0.0027182671107671245,6.00595703125,0,0,0.007378876403693948,10.120133870442709,0.016666666666666666,0.85
37893,csv_rerank_score_37893,268.1125793457031,840.0154418945312,8,3135.141845703125,True,False,0.3,5.61928077929925e-05,1.0009765625,0,0,0.006002910852532077,6.9152475992838545,0.06666666666666667,0.7833333333333333
40033,csv_rerank_score_40033,277.4452209472656,823.0299682617188,8,3156.7041015625,False,False,0.08333333333333333,0.014913381867723834,13.21318359375,0,0,0.013504893632843863,12.563655938042535,0.31666666666666665,0.9333333333333333
41175,csv_rerank_score_41175,231.4966278076172,537.4146728515625,3,1516.4879150390625,False,False,0.0,0.009589602263009454,nan,1,2,0.009537837286007121,,1.0,2.0
41285,csv_rerank_score_41285,264.6853332519531,768.4950561523438,7,3156.748779296875,False,False,0.2,0.004960190283167225,5.338623046875,0,1,0.007524669491335538,8.730980088975695,0.016666666666666666,0.7833333333333333
41523,csv_rerank_score_41523,192.7271270751953,507.08807373046875,4,3350.787841796875,False,False,0.0,0.01618086176498,6.00634765625,1,1,0.017155973197971647,20.453763834635417,0.6333333333333333,1.1833333333333333
42577,csv_rerank_score_42577,274.4603576660156,710.46875,6,2488.3505859375,False,False,0.05,0.006840754730374754,20.0198974609375,0,1,0.007063789131096491,16.416412353515625,0.3333333333333333,0.9666666666666667
45364,csv_rerank_score_45364,314.5284118652344,823.4746704101562,10,3474.526123046875,True,False,0.3,0.0003793451055983659,1.4013916015625,0,0,0.008338269451513376,6.268109809027777,0.3,0.4166666666666667
45755,csv_rerank_score_45755,288.4104919433594,834.7001953125,3,4918.07080078125,False,False,0.03333333333333333,0.007371369668452006,22.022135416666668,0,0,0.008459836563343046,23.66817016601562,0.11666666666666667,0.6166666666666667
46328,csv_rerank_score_46328,295.55645751953125,849.7882690429688,9,3223.493408203125,True,False,0.23333333333333334,0.001011485805406592,2.2880859375,0,0,0.007109446550339353,6.953327036055308,0.43333333333333335,0.5833333333333334
49326,csv_rerank_score_49326,289.94366455078125,847.4706420898438,6,3584.728271484375,True,False,0.4666666666666667,0.004065185541564964,6.006005859375,0,0,0.008861433487285159,9.130810546875,0.03333333333333333,0.3333333333333333
51988,csv_rerank_score_51988,330.4996032714844,848.5677490234375,7,1848.825439453125,True,False,0.08333333333333333,2.3074921234127746e-05,0.0,0,0,0.007887928701237959,8.79991895887587,0.23333333333333334,1.5666666666666667
52713,csv_rerank_score_52713,267.9646301269531,748.3943481445312,6,3758.42333984375,False,False,0.0,0.01294886308419725,6.005859375,2,0,0.014192426246261635,10.5939208984375,1.4666666666666666,0.13333333333333333
60910,csv_rerank_score_60910,281.2366027832031,750.5887451171875,10,4347.19189453125,False,False,0.0,0.01981424988018059,13.156005859375,0,0,0.02051868128548846,16.053522958906868,1.1833333333333333,0.43333333333333335
61168,csv_rerank_score_61168,205.97523498535156,539.860595703125,9,1675.0743408203125,False,False,0.0,0.014572857703007161,14.013671875,0,2,0.017880977674728005,17.085920662715516,0.03333333333333333,2.05
62383,csv_rerank_score_62383,255.3648223876953,788.9959106445312,9,4787.32470703125,True,False,0.38333333333333336,0.005199225945460818,8.007975260416666,0,0,0.007448242963837588,11.689445665147568,0.38333333333333336,0.3333333333333333
64128,csv_rerank_score_64128,315.6326599121094,891.2410888671875,8,1914.9671630859375,True,False,0.13333333333333333,0.004208106093108765,8.008056640625,0,0,0.009218664234439905,9.983351779513889,0.5166666666666667,0.9666666666666667
65253,csv_rerank_score_65253,291.60833740234375,870.7474365234375,7,1728.1993408203125,True,False,0.4166666666666667,0.00022176755545436555,0.0,0,0,0.0065936306529298236,8.83105943467882,0.016666666666666666,0.6
65981,csv_rerank_score_65981,289.5545349121094,881.72216796875,10,1709.9169921875,True,False,0.31666666666666665,0.0002044428183663211,1.201220703125,0,0,0.007188589378516825,7.5692264811197925,0.03333333333333333,0.85
66405,csv_rerank_score_66405,323.9431457519531,928.3939208984375,9,1912.9456787109375,False,False,0.03333333333333333,0.028810853691412206,21.354695638020832,0,0,0.027321529953659583,18.689807942708335,0.016666666666666666,1.3333333333333333
68054,csv_rerank_score_68054,249.99932861328125,774.8451538085938,9,2080.960205078125,False,False,0.0,0.005430579021723481,2.001953125,0,2,0.007194137863696034,5.789101155598958,0.0,1.7333333333333334
68828,csv_rerank_score_68828,226.63897705078125,752.5369873046875,2,3056.200439453125,False,False,0.0,0.01990021603883031,nan,2,2,0.019860917176793353,,2.0,2.0
70807,csv_rerank_score_70807,281.7041931152344,830.2322998046875,2,2844.57080078125,False,False,0.0,0.01878352080720244,nan,1,2,0.019635315232655107,,1.0,2.05
71791,csv_rerank_score_71791,200.87696838378906,524.2890014648438,9,3337.6240234375,False,False,0.0,0.022347965152885226,7.0068359375,0,2,0.025904541813020727,14.230855305989584,0.03333333333333333,2.2
